research,criteria,publication_status,main_cause_cat,evaluator,anonymous,middle_rating,lower_ci,upper_ci,confidence_level,checked_against_source,notes_on_check_against_source,evaluator_comment,eval_weight_not_used_yet,cause_areas,journal_publication_title,publication_date_unjournal,row_created_date,.rowid,doi_key,arxiv_key,title_key,first_author,year_key,uj_map_key
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,overall,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,80,90,NA,false,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/2/2024 11:43:29 AM",374,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,merits_journal,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4,NA,NA,85,false,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/2/2024 11:43:29 AM",375,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,adv_knowledge,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,80,85,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",376,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,methods,Published,~top journal,Economic development & governance (LMICs),Karthik Tadepalli,false,80,70,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:34:31 AM",377,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,logic_comms,Published,~top journal,Economic development & governance (LMICs),Karthik Tadepalli,false,90,88,92,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:34:31 AM",378,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,open_sci,Published,~top journal,Economic development & governance (LMICs),Karthik Tadepalli,false,80,75,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:34:31 AM",379,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,real_world,Published,~top journal,Economic development & governance (LMICs),Karthik Tadepalli,false,95,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:34:31 AM",380,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,gp_relevance,Published,~top journal,Economic development & governance (LMICs),Karthik Tadepalli,false,95,80,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:34:31 AM",381,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,journal_predict,Published,~top journal,Economic development & governance (LMICs),Karthik Tadepalli,false,4,3,5,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:34:31 AM",382,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,methods,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,80,65,75,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",383,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,logic_comms,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,80,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",384,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,open_sci,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,70,80,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",385,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,real_world,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",386,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,gp_relevance,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",387,NA,NA,NA,NA,NA,NA
Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,journal_predict,Published,~top journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4,NA,NA,NA,NA,NA,NA,NA,Economic development & governance (LMICs),The American Economic Review: Insights,"2023-10-30,7/9/2024 10:36:34 AM",388,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,overall,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,25,0,50,NA,false,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/2/2024 11:12:03 AM",389,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",390,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,overall,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,40,10,60,NA,false,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/2/2024 11:26:39 AM",391,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,50,20,70,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:47 AM",392,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,30,20,80,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",393,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,methods,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",394,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,30,10,70,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",395,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,10,0,50,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",396,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",397,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,70,50,95,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",398,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Anon. evaluator 1,true,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:28:27 AM",399,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,methods,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,10,0,40,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",400,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,30,10,50,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",401,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",402,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,50,10,80,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",403,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",404,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,10,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",405,NA,NA,NA,NA,NA,NA
Replicability & Generalisability:  A Guide to CEA discounts,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Other: Economics/welfare,growth,policy,global markets and population,Max Meier,false,NA,NA,NA,NA,NA,NA,NA,NA,"Other Economics/Welfare/Growth,WP,2024-06-10,7/9/2024 10:31:48 AM",406,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,adv_knowledge,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,95,80,99,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 12:59:34 PM,407,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,methods,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,90,70,95,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:00:09 PM,408,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,logic_comms,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,90,70,95,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:00:13 PM,409,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,open_sci,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,90,70,95,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:00:13 PM,410,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,real_world,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,95,75,99,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:00:16 PM,411,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,gp_relevance,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,85,70,99,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:00:16 PM,412,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,journal_predict,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,4.7,4,5.0,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:01:56 PM,413,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,merits_journal,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,4.7,4,5.0,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:01:56 PM,414,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,overall,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,95,80,99,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:01:56 PM,415,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,adv_knowledge,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,85,75,90,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,416,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,methods,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,80,50,100,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,417,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,logic_comms,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,80,50,100,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,418,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,open_sci,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,70,25,80,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,419,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,real_world,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,95,70,100,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,420,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,gp_relevance,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,95,90,100,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,421,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,merits_journal,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,4.5,4,5.0,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,422,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,journal_predict,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,4.7,4,5.0,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,423,NA,NA,NA,NA,NA,NA
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,overall,Forthcoming,Global health; “Health & well-being in low-income countries”,Anon. evaluator 3,true,85,75,90,NA,NA,NA,NA,NA,Global health (LMICs),Econometrica,2024-08-10,8/15/2024 1:03:44 PM,424,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,overall,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,70,55,85,NA,false,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",425,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,NA,67,NA,NA,false,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",426,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,methods,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,NA,25,NA,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",427,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,80,70,90,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",428,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,50,40,60,NA,NA,NA,My rating here is based on the data and its use,not the study’s experimental design in the field,which (like many experiments) likely has many nuances in implementation.,",Innovation, meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",429,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,50,40,60,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",430,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,50,40,60,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",431,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,3,2.3,3.7,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",432,NA,NA,NA,NA,NA,NA
Stagnation and Scientific Incentives,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Daniel Lee,false,3.5,3,4.0,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-04-16,6/5/2025 11:34:00 AM",433,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,overall,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,80,70,90,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:13:38 AM",434,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,claims,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,70,65,75,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:15:04 AM",435,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,adv_knowledge,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,90,85,95,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:15:12 AM",436,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,methods,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,65,60,70,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:15:12 AM",437,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,logic_comms,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,90,85,95,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:16:21 AM",438,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,open_sci,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,80,75,85,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:16:48 AM",439,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,real_world,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,80,70,90,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:17:14 AM",440,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,gp_relevance,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Evaluator 2,true,80,70,90,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/17/2025 11:17:14 AM",441,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,overall,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,NA,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",442,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,claims,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,This paper significantly contributes to the discussion on animal welfare valuation by showing some limits of anthropocentric valuation including his own approach. The author recognizes that his method is not reliable to obtain accurate estimates of the welfare of animals. However,it makes a great contribution by underlining the numerous issues that make such approaches unreliable  (e.g.,the perception of the animal’s capacity to experience the world,the perception of the animal’s farming conditions,"hypothetical biases, outliers, and exclusion criteria). The work also contains numerous limitations, and most of them are recognized by the author himself. The main (and most standard) limitation is the hypothetical nature of the survey: participants do not face real incentives, which might lead to underestimating or overestimating the welfare burden of our diet imposed on animals. One of the most intrinsic limits concerns the difficulty for lay people (and humans in general) to project themselves into the lives of animals of other species. One can be indeed ignorant about the needs, the perception of the world, the cognition, etc. of other species, such that estimating their welfare is a daunting task. In addition, humans can also be ignorant about the rearing conditions in “conventional” farms, making the estimates even more uncertain. Ultimately, the layers of complexity (unusual survey, ignorance about other species, uncertainty about rearing conditions) add up and make the point estimates hard to rely on,,Animal Welfare (markets, attitudes),Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",443,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,adv_knowledge,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,The paper brings valuable insight into the broader research question of how to get monetary valuations of animal welfare using the tools and approaches of economics.,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",444,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,methods,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,Within the limits that the author himself recognizes,the methods are valid,reasonable,and well-justified. From a theoretical perspective,"the measure of the human’s perception of the welfare of the animal is well defined: it corresponds to the change in private endowment that makes the human indifferent between living and not living the animal’s life on top of his own life. From an empirical perspective, the author estimates it by considering several challenges, including (i) that some participants might have positive or negative perceptions of the welfare of the animal (i.e., the author uses a first-stage question to elicit the preferred pill), (ii) WTA/WTP framing might alter the results, (iii) outliers could lead to extremely high average WTP/WTA, (iv) some participants might have very low confidence in this unusual exercise, and (v) there might be some intrinsic (dis)utility in living an animal’s life.,,Animal Welfare (markets, attitudes),Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",445,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,logic_comms,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,The paper is well-written and easy to understand both for academics and less-specialized readers.,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",446,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,open_sci,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,I did not find an online repository for data and code.,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",447,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,real_world,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,Because the author recognizes that the method might not be reliable for empirical estimation,the usefulness might be limited for practitioners (other than to prevent them from replicating such approaches).,NA,Animal Welfare (markets,"attitudes),Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",448,NA,NA,NA,NA,NA,NA
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,gp_relevance,published,decent journal,Markets for products with large externalities (focus: animal agriculture),Romain Espinosa,false,NA,NA,NA,NA,NA,NA,The paper has a high relevance to global priorities given the prevalence of animal factory farming nowadays.,NA,Animal Welfare (markets,attitudes),"Journal of Environmental Economics & Policy,2025-02-04,2/21/2025 1:40:45 PM",449,NA,NA,NA,NA,NA,NA
