label_paper,label_paper_title,evaluator,criteria,middle_rating,lower_ci,upper_ci,rationale
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anonymous_14,journal_predict,3,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anonymous_14,open_sci,45,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anonymous_14,merits_journal,3,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anonymous_14,overall,62,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,adv_knowledge,70,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,methods,NA,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,logic_comms,80,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,real_world,NA,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,gp_relevance,80,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,journal_predict,3.5,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,open_sci,NA,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,merits_journal,3.5,NA,NA,
NA,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Scott Janzwood,overall,65,NA,NA,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,adv_knowledge,97,80,100,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,methods,70,40,90,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,logic_comms,45,30,70,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,real_world,NA,NA,NA,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,gp_relevance,92,80,100,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,journal_predict,3.5,NA,NA,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,open_sci,80,NA,NA,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,merits_journal,5,NA,NA,
Aghion et al. 2017,Artificial Intelligence and Economic Growth,Phil Trammel,overall,92,80,100,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,adv_knowledge,60,55,65,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,methods,90,82,94,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,logic_comms,70,62,82,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,real_world,50,48,52,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,gp_relevance,50,40,60,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,journal_predict,4,NA,NA,
NA,Cognitive Behavioral Therapy among Ghana’s Rural Poor Is Effective Regardless of Baseline Mental Distress,Anon. Evaluator 2,open_sci,90,80,95,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,adv_knowledge,90,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,methods,80,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,logic_comms,85,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,real_world,100,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,gp_relevance,100,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,journal_predict,4,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,open_sci,80,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,merits_journal,5,NA,NA,
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,Anirugh Tagat,overall,85,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,adv_knowledge,70,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,methods,70,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,logic_comms,75,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,real_world,60,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,gp_relevance,80,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,journal_predict,4,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,open_sci,65,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,merits_journal,4,NA,NA,
Liang et al. 2021,The Environmental Effects of Economic Production: Evidence from Ecological Observations,Anonymous_19,overall,70,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,adv_knowledge,90,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,methods,90,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,logic_comms,80,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,real_world,100,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,gp_relevance,100,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,journal_predict,4,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,open_sci,70,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,merits_journal,5,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Hannah Metzler,overall,90,NA,NA,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,adv_knowledge,70,60,90,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,methods,90,85,95,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,logic_comms,75,70,90,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,real_world,75,60,90,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,gp_relevance,90,80,100,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,journal_predict,3,2,4,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,open_sci,50,40,80,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,merits_journal,4,3,4,
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Anonymous_21,overall,75,65,85,
Acemoglu et al. 2024,NA,GPT-5,overall,86,79,92,"Large, well-powered field experiment plus online study; preregistered, IRB-approved, administrative outcomes, careful design, and mechanism probing. Estimates are credible and policy-relevant. Limits: collaboration only with opposition partners, one partisan arm, potential spillovers, and uncertain availability of full replication materials; external validity beyond Türkiye is open. Overall ranks in the top decile of recent political economy field experiments."
Acemoglu et al. 2024,NA,GPT-5,claims_evidence,88,80,94,Main claims (widespread misperceptions; accurate information shifts beliefs and votes) are clearly stated and supported by convergent online and field evidence. Placebo controls mitigate demand effects; heterogeneity aligns with mechanism theory. Authors are cautious in scope. Minor caveat: longer-run effect is marginal; mechanism causality relies on heterogeneity rather than dedicated manipulation.
Acemoglu et al. 2024,NA,GPT-5,methods,90,82,96,"Neighborhood-level randomization, strong first stages, 2SLS on compliance, administrative outcomes, robustness checks, and an online placebo design; preregistered and IRB-cleared. Threats (interference, partisan implementation, minor imbalance) discussed and largely addressed; SUTVA untestable. Multiple-election replication strengthens credibility. Formal multiple-testing adjustments are not emphasized."
Acemoglu et al. 2024,NA,GPT-5,adv_knowledge,85,75,92,"Rare, large-scale causal evidence that correcting institutional misperceptions can shift votes under authoritarianism. Integrates online and field experiments, examining messenger credibility and targeting the misinformed. Moves debate beyond polarization-only effects. External validity to other settings/issues is uncertain, but contribution is substantive."
Acemoglu et al. 2024,NA,GPT-5,logic_comms,87,80,93,"Questions and theory are explicit; assumptions transparent; analyses and robustness are clearly presented. Figures/tables support the narrative and results are cautiously interpreted. Complexity from bundled/unbundled treatments and multiple panels may tax readers, but the reasoning remains coherent and consistent."
Acemoglu et al. 2024,NA,GPT-5,open_sci,78,65,88,"IRB approvals and AEA RCT registration; instruments and OSM shared; outcomes use public administrative data. It is unclear if full code, randomization files, and canvassing logs are publicly posted; some microdata may be restricted. Replication appears feasible but may not be fully turnkey."
Acemoglu et al. 2024,NA,GPT-5,gp_relevance,90,82,96,"Highly relevant to democracy support under authoritarianism, with practical guidance on information content, messenger credibility, and targeting. Timely, scalable insights and quantified electoral impacts inform policy and civil society strategies. Implementation depends on local legal and ethical constraints."
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,overall,71,63,79,"Influential, well-argued theory paper that frames key AI–growth mechanisms (automation, Baumol effects, idea production) and offers clear agendas. Limited empirical validation and open-science practices temper the score, as do strong simplifying assumptions (exogenous automation). Still highly relevant to policy and research, with strong exposition and conceptual contributions."
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,claims_evidence,72,60,82,"Main claims are posed as questions and cautiously characterized; evidence is primarily theoretical with illustrative simulations and sectoral facts. Authors discuss limitations (e.g., exogenous automation, bottlenecks, business-stealing) and alternative mechanisms. Empirical support is light and non-identifying, so claims remain partially speculative by design."
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,methods,68,55,78,Clean extensions of Zeira and task-based CES frameworks; transparent neoclassical closure and simulations. Assumptions are reasonable for agenda-setting but automation is exogenous; robustness explored qualitatively across parameter regimes. No causal empirics or formal calibration/estimation; limited sensitivity analysis.
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,adv_knowledge,78,68,86,"Integrates Baumol’s cost disease with automation, clarifies conditions for balanced growth vs acceleration, and formalizes singularity scenarios. Helped shape subsequent research on AI and growth. Practical guidance is high-level; limited quantification reduces immediate applied impact."
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,logic_comms,88,82,94,Questions and assumptions are explicit; reasoning is coherent and transparent. Models are clearly laid out; conclusions match derivations. Writing is accessible and effective for economists and policymakers. Minor reliance on stylized setups does not detract from clarity.
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,open_sci,40,25,55,No replication package or code provided; uses public data sources but limited documentation for simulations. Methods are reproducible in principle for theory but empirical sections are not turnkey. Not preregistered; no multiple-testing issues relevant.
Aghion et al. 2017,Artificial Intelligence and Economic Growth,GPT-5,gp_relevance,82,70,90,"Addresses globally salient topics: AI’s effects on growth, labor shares, inequality, market structure. Policy implications (competition, IP, organization) are discussed, though quantification is limited and LMIC-specific analysis is brief. High relevance for priority-setting and foresight."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,overall,77,70,84,"Overall reflects the mean across categories. Strong saturation-RCT design, clear empirical results, and policy relevance. Credibility is high but tempered by some measurement limitations (imprecise denominators in a subset of villages, retrospective employer outcomes), limited multiple-testing adjustments, and external-validity concerns given later mixed scale-up evidence."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,claims_evidence,80,73,87,"Main claims—subsidies raise migration; spillovers increase village wages/hours; limited food price effects—are well supported by a saturation RCT, strong first stages, high-frequency household data, and employer/price surveys. Some secondary claims (employer profits, specific prices) are weaker due to retrospective measures and imprecise denominators in some villages. External validity is cautioned."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,methods,78,70,85,"Well-justified saturation design enabling GE identification; IV with strong first stages; high-frequency measurement reduces recall bias; clustered SEs; checks on spatial spillovers. Assumptions (closed labor markets, short-run technology rigidity) are reasonable but not airtight. Limited multiple-hypothesis adjustments and some retrospective modules reduce robustness."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,adv_knowledge,75,68,82,"Provides rare experimental evidence on GE spillovers of internal migration, documenting wage, labor-supply, and distributional effects. Influential for debates on mobility policies and program scale-up. Incremental relative to more recent GE work and context-specific; later mixed results at scale temper field-wide impact."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,logic_comms,85,78,90,"Clear questions and theory organizing empirics; transparent assumptions; consistent logic from first stage to GE outcomes; coherent triangulation across HF surveys, endline, employers, and prices. Tables/labels are clear; limitations acknowledged."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,open_sci,65,55,75,"Pre-registered (AEA RCT registry 2507) with disclosures and substantial design detail. Public data/code availability is unclear; complex implementation may hinder easy reproduction; limited explicit multiple-testing plans. Better than average pre-2019 standards, below current best practices."
Akram et al. 2017,Effects of Emigration on Rural Labor Markets,GPT-5,gp_relevance,80,72,88,"Highly relevant to LMIC policy on seasonal hunger, internal migration, and rural labor markets; quantifies wage and price effects useful to practitioners. Applicability varies with context and market integration; later scale-up evidence mixed, warranting cautious extrapolation."
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,overall,84,77,90,Rounded mean of component midpoints. Excellent causal design and scale; strong online evidence and useful policy takeaways. Uncertainty stems from limited offline behavioral results and constraints on data sharing/replication.
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,claims_evidence,88,80,94,Core questions are clear; endorsement and source-citation effects identified causally with platform-specific variation. Offline impacts are framed as suggestive and caveated. Evidence is strong for online diffusion; offline outcomes rely on survey measures with selection and self-report limits.
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,methods,90,83,95,Large preregistered field experiment; clever identification exploiting Twitter’s author/retweeter visibility. Robustness via forced-retweet randomization and checks on visible engagement counts; appropriate Poisson models and fixed effects. Assumptions reasonable. Limited power for offline behavior; external validity beyond Twitter/users is constrained.
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,adv_knowledge,85,75,92,"Provides rare causal separation of endorsement vs reach at national scale; shows source citation can hinder diffusion; informs complex contagion shape. High practical and theoretical relevance for social influence and health communication. Offline behavior effects are limited, tempering the ceiling."
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,logic_comms,86,78,92,"Goals, design, and assumptions are explicit; reasoning links evidence to claims cleanly. Figures/tables align with narrative; caveats stated. Dense in places but overall very clear and transparent."
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,open_sci,70,55,85,"Pre-registered; IRB approved; methods and analyses described in detail. Twitter data likely restricted by TOS; code/data availability not fully open, and platform changes hinder reproduction. Still, procedures are documented enough for credible replication in similar contexts."
Alatas et al. 2019,When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,GPT-5,gp_relevance,84,72,92,"Directly relevant to vaccine promotion and public communications in LMICs; offers actionable guidance on influencer use, messaging, sources, and exposure strategy. Quantifies effects useful for campaign design; downstream behavioral evidence is modest."
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,overall,84,78,90,Strong theoretical contribution plus solid empirical demonstrations; some external-validity and assumption limits temper the score. Results are decision-relevant and clearly communicated. Average across categories reasonably reflects performance; no single metric dominates enough to override the default mean.
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,claims_evidence,85,78,92,"Clear questions and claims; theory tightly linked to empirics. Two incentivized RCTs estimate ATEs, heterogeneity, and covariance with bias/externalities. Sensitivity analyses (pass-through, markups, variance/covariance) aid credibility. Limits: cars choices are hypothetical; drinks bias relies on proxies; key independence/normality assumptions; external validity cautions."
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,methods,82,72,90,"Rigorous sufficient-statistic framework with Weyl–Fabinger supply; careful mapping to estimands. Mixed-effects estimation of Var[τ] via dispersion, and targeting via Cov with bias/externalities. Preregistration, incentivization, and extensive sensitivity. Weaknesses: no PAP, normality/independence assumptions, proxy-based bias in drinks, non-naturalistic car choices, literature-based pass-through."
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,adv_knowledge,90,83,96,"Shifts nudge evaluation from average effects to distortion-variance and targeting; unifies taxes, pass-through, market power, psychic costs. Portable sufficient statistics; dual experiments illustrate feasibility. Likely to influence behavioral public finance and policy appraisal."
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,logic_comms,88,80,94,"Goals and assumptions explicit; derivations and intuition (examples, figures) are clear. Empirical-to-theory mapping is transparent. Caveats and limitations are candid. Minor complexity remains for non-specialists."
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,open_sci,80,70,88,"Trials registered (AEA, ClinicalTrials); IRB approvals; replication files posted. Methods sufficiently detailed for reproduction. No full pre-analysis plan; some data access constraints (panel, shipping logistics). Overall, above-average transparency."
Alcott et al. 2024,When do Nudges Increase Welfare?,GPT-5,gp_relevance,78,68,86,"High policy relevance (labels, sin taxes, nudges) across sectors; guidance on when nudges help or harm welfare, useful for regulators and practitioners. Empirics are US-centric; limited direct cost/practical implementation detail for LMIC contexts, but framework generalizes."
Arora et al. 2023,NA,GPT-5,overall,78,70,86,"Strong causal identification and extensive robustness yield credible, decision-relevant results disentangling knowledge, people, and patents. Communication is clear; practical implications are meaningful. Uncertainty remains around exclusion restrictions for the IVs and generalizability beyond the U.S. context. Open-science practices are moderate. Overall quality is high among recent applied-innovation studies."
Arora et al. 2023,NA,GPT-5,claims_evidence,84,75,90,"Core claims (people positive, university patents crowd out, publications per se limited) are clearly stated and consistently supported across outcomes, specifications, and robustness checks (alternative IVs, Poisson CF, heterogeneity, invention quality). Evidence characterization is cautious. Remaining concerns: possible residual violations of exclusion restrictions and interpretation of Tobin’s Q channel."
Arora et al. 2023,NA,GPT-5,methods,88,80,94,Thoughtful firm-level shift-share IVs using predicted agency R&D from appropriations subcommittee composition; strong first stages; multiple alternative instruments; careful construction of relevance via CPC/OECD and SPECTER; extensive sensitivity/heterogeneity analyses; IV-Poisson for counts. Assumptions are explicit. Residual risks: Bartik identifying assumptions and potential political-economy confounds.
Arora et al. 2023,NA,GPT-5,adv_knowledge,82,72,90,"Novel decomposition of public science into knowledge, human capital, and invention at the firm level; clarifies channels and heterogeneity (frontier vs followers; industries). Results challenge common spillover narratives and inform policy on university commercialization and PhD training. Substantial contribution to innovation economics; some limits to external validity beyond U.S. institutions."
Arora et al. 2023,NA,GPT-5,logic_comms,80,72,88,"Clear motivation, framework, data description, and econometric setup. Logical flow from theory to empirics; assumptions and limitations discussed. Figures/tables integrate with narrative. Minor complexity in instrument construction may challenge some readers; some interpretations (e.g., value effects) could be further unpacked."
Arora et al. 2023,NA,GPT-5,open_sci,60,45,70,"Uses multiple large external datasets; DISCERN dataset link provided; detailed appendices. However, full replication likely requires proprietary data (Dimensions, ProQuest) and code availability is unclear. Reproducibility is credible for those with access but not fully open. Documentation quality is good."
Arora et al. 2023,NA,GPT-5,gp_relevance,72,60,82,"High policy relevance for science/innovation funding, tech transfer, and workforce training. Insights likely generalize qualitatively, but identification and institutional mechanisms are U.S.-specific (appropriations, Bayh–Dole). Practical guidance for incumbents and universities is evident; cost/benefit quantification for interventions is indirect."
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,overall,81,76,86,"Overall reflects the mean of category scores. Strong causal identification and policy relevance; careful presentation and triangulation. Open-science limitations and some residual identification assumptions (rain-based RVI, monotonicity, external validity) slightly temper the score."
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,claims_evidence,83,75,90,"Clear statement of the question; precise causal claims focused on LATE; multiple robustness checks (placebos, dynamics, panel corroboration). Evidence convincingly supports increased firm creation. Some residual concerns remain about formalization vs. new entry, compliers’ representativeness, and possible alternative channels."
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,methods,86,80,92,"Novel, well-argued running-variable instrument with fuzzy RD/IV; strong first stage; balance and profiling; permutation-based expected instrument; complementary panel DiD. Assumptions (rain exogeneity within week×location, monotonicity, no direct effects) are plausible but nontrivial; administrative matching noise possible."
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,adv_knowledge,84,76,90,First rigorous estimate (to my knowledge) of legalization’s impact on entrepreneurship in a developing-country context; adds practice-relevant magnitudes and a reusable method. External validity beyond Venezuelans in Colombia is uncertain but the contribution is substantive.
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,logic_comms,82,75,88,"Reasoning is transparent; assumptions and design laid out carefully; results tied to claims with clear narrative and figures. Technical sections are dense, which may challenge some readers, but overall argumentation is coherent and consistent."
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,open_sci,62,52,72,"Uses administrative data unlikely to be publicly shareable; methods and appendices are detailed, but no explicit code/data repository is indicated. Replication feasible in principle with access, but practical reproducibility is constrained."
Bahar et al. 2022,Legalizing Entrepreneurship,GPT-5,gp_relevance,88,80,95,Highly relevant to migration regularization policies and entrepreneurship in LMICs; produces actionable effect sizes and timing. Findings inform integration strategies and institutional design; generalizability plausible though context-specific factors remain.
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,overall,90,84,96,"Exceptionally strong, policy-relevant RCT with novel UBI design and careful analysis. Major strengths: scale, pre-registration, multiple arms, high compliance, rich outcomes, and clear caveats. Limitations: short time horizon so far, modest power for cross-arm contrasts and prices, some self-reports, and external validity beyond rural Kenya. Overall score equals mean of component midpoints."
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,claims_evidence,90,85,96,"Clear questions (UBI vs short-term vs lump-sum), strong multi-source evidence (household, enterprise census, wages, prices), and cautious interpretation. Authors pre-specify aggregates, acknowledge limited power for between-arm two-sided tests and uncertain price effects, and align findings with a simple model without overstating causality on mechanisms."
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,methods,92,86,97,"Large village-level RCT; strong pre-registration; high response and compliance; migrant tracking; Conley SEs; multiple data modules. Sensible specification choices and transparency on limits. Limits: between-arm power constraints, short-run horizon, some self-reported measures, and limited ability to identify general-equilibrium price effects."
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,adv_knowledge,93,88,98,"First large UBI RCT with 12-year commitment and cross-arm modality contrasts. Provides rare evidence on structural shifts, occupational choice, enterprise dynamics, mental health, and the importance of tranching and duration. Highly influential for cash-transfer design and understanding savings/credit constraints in LMICs."
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,logic_comms,90,84,95,"Objectives, concepts, and assumptions are explicit; theory-to-empirics link is clear. Writing is thorough and transparent about caveats and inference limits. Tables and figures generally match narrative and are interpretable; minor density/complexity is expected given scope."
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,open_sci,78,65,88,"Pre-analysis plan registered; IRBs and conflicts disclosed; design and measures well-documented. Replication seems feasible, but public availability of full data/code isn’t clearly established in the text provided; hence a conservative score pending confirmed open materials."
Banerjee et al. 2023,Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,GPT-5,gp_relevance,94,88,99,"Directly relevant to UBI and cash-transfer policy in LMICs under fiscal and administrative constraints. Results inform modality (lump-sum vs streams), duration, and macro spillovers for practitioners. Communication is accessible for policymakers, with quantitative magnitudes and practical implications."
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,overall,70,63,78,"Strengths in clarity and high policy relevance offset by reliance on modeling assumptions, moderate methodological novelty, and limited openness. Overall reflects the mean of sub-scores; decisions hinge on simulated evidence with good sensitivity checks but uncertain replicability."
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,claims_evidence,74,65,83,"Main questions and claims are clear: portfolio economics for mRNA EID vaccines are unattractive without public support. Evidence is simulation-based, calibrated to literature and expert input, with extensive sensitivity analyses. Characterization of limitations is generally accurate, though some strong conclusions hinge on uncertain price/demand assumptions."
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,methods,70,60,80,"Monte Carlo framework with correlated trial outcomes, outbreak stochasticity, cost models, and sensitivity analysis is reasonable. The biologically motivated correlation metric is plausible but unvalidated; many parameters are assumed. No preregistration or code shown; no multiple-testing issues but model risk remains. Robustness explored but empirical validation is limited."
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,adv_knowledge,65,52,77,"Extends prior megafund work by adding mRNA-specific parameters, outbreak-driven cash flows, and clearer cost/revenue drivers (e.g., price-per-dose threshold, clinical cost dominance). Useful for policy design, but advances are incremental and depend on assumptions; limited direct empirical contribution."
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,logic_comms,80,72,88,"Well-structured, transparent about assumptions, clear executive summary and visuals. Reasoning links methods to conclusions coherently; sensitivity analyses support claims. Some parameter choices could use deeper justification, but overall argumentation is easy to follow and consistent."
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,open_sci,45,30,58,"Parameters are sourced and supplementary materials are referenced, but code/data availability is unclear. Replication would be straightforward with code, yet not evidently provided. No preregistration. Internal consistency appears solid, but openness and reproducibility practices seem limited."
