label_paper_title,authors,author_date,Abstract,research_url,doi,Funded by,N Referenced by,Deposit date (DOI),Journal publication title,doi_authors,publication_date_unjournal,Updated since UJ report -- manual confirmation,deposit date > unjournal pub date,doi_eval_summary
Replicability & Generalisability:  A Guide to CEA discounts,Rosie Bettle,"Bettle, 2023","* This document provides guidelines for estimating the discounts that we apply to RCTs in our cost-effectiveness analyses for global health and development charities. To skip directly to these guidelines, go to the ‘Guidance for researchers’ sections (here, here and here; separated by each type of discount).




* I think that we should separate out discounts into internal and external validity adjustments, because these two components have different causes (see Fig 1.) 




* For Internal replicability (degree to which the study accurately assesses the intervention in the specific context of the study- aka if an exact replication of the study was carried out, would we see the same effect?);
  * All RCTs will need a Type M adjustment; an adjustment that corrects for potential inflation of effect size (Type M error). The RCTs that are likely to have the most inflated effect sizes are those that are low powered (where the statistical test used has only a small chance of successfully detecting an effect, see more info here), especially if they are providing some of the first evidence for the effect. Factors to account for include publication bias, researcher bias (e.g. motivated reasoning to find an exciting result; running a variety of statistical tests and only reporting the ones that reach statistical significance would be an example of this), and methodological errors (e.g. inadequate randomisation of test trial subjects). See here for guidelines, and here to assess power.
* Many RCTs are likely to need a 50-60% Type M discount, but there is a lot of variation here; table 1 can help to sense-check Type M adjustments.
*  A small number (<~15%) of RCTs will need a Type S adjustment, to account for the possibility that the sign of the effect is in the wrong direction. This is for RCTs that are producing some of the first evidence for an effect, are underpowered, and where it is mechanistically plausible that the effect could go in the other direction. See here for guidelines.
  * The likelihood of Type S error can be estimated mathematically (e.g. via the retrodesign R package).




* For external validity (how that result generalises to a different context, e.g. when using an RCT effect size to estimate how well an intervention will work in a different area), we should expect that the absolute median effect size will vary between different contexts by around 99% (so a 1X effect size could be as little as ~0X or ~2X in a different context; see Vivalt 2020). Note that the effect in the new context could be larger than our estimate of the true effect, but I expect that in most cases it will be smaller. Following Duflo & Banerjee (2017), we should attend to;
  * Specific sample differences (do the conditions necessary for the intervention to work hold in the new context?)
  * Equilibrium effects (will there be emergent effects of the intervention, when carried out at scale?)
  * Special care effects (will the program be carried out differently when at scale, relative to the RCT?)
    * Our previous discounts can be used to sense-check external validity discounts.




* These guidelines aim to strike a balance between producing accurate effect size estimates, and being reasonably practical to use (bearing in mind that researchers may be evaluating hundreds of different interventions). We expect that there are methods which are more labor-intensive which produce more accurate effect size estimates.




* While this work focuses upon RCTs, these guidelines should be broadly applicable to quasi-experimental work. However, working out discounts for quasi-experimental work will additionally entail examining whether the experiment’s methodological assumptions are met (see here).




* This report is laid out with a focus on the guidelines for researchers. However, for readers seeking a deeper understanding of the empirical evidence and reasoning that has gone into these guidelines, please go to ‘Notes on relevant papers’ within the Appendix.




* These guidelines are a work in progress, and I expect them to be further developed/refined; if they do not seem to work well for a given study, or if you have an idea to improve the guidelines further, please leave a comment or email me (rosie@founderspledge.com).",https://docs.google.com/document/d/1eJBSmNG-iRJ-twoHaoztQUmB4pmEHut8_oT3xgtldnI/edit#heading=h.7om527x8q9t7,,,,,WP,,6/10/2024,false,false,https://doi.org/10.21428/d28e8e57.f1977256
Robots For Economic Development,"Calì, Massimiliano,Presidente, Giorgio,","Calì and Presidente, 2025","Recent evidence suggests that automation technologies entail a trade-off between produc- tivity gains and employment losses for the economies that adopt them. This paper casts doubts on such trade-off in the context of a developing country. It shows significant productivity and employment gains from automation in Indonesian manufacturing during the years 2008-2015, a period of rapid increase in robot imports. Analysis based on manufacturing plant data provides evidence that the absence of this trade-off is due to diminishing productivity returns to robot adoption. As a result, the benefits from automation could be particularly large for countries at early stages of industrialisation, such as Indonesia. Suggestive evidence indicates these results could apply to developing countries more generally.


",https://www.econstor.eu/handle/10419/249581,https://doi.org/10.1016/j.labeco.2025.102731,,1,5/15/2025,Labour Economics,,,false,false,
Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,"Banerjee, Abhijit ,Duflo, Esther,Arun G. Chandrasekhar,John Floretta,Harini Kannan,Francine Loza,Anirudh Sankar,Anna Schrimpf,Maheshwor Shrestha","Banerjee et al., 2024","Policymakers often choose a policy bundle that is a combination of different interventions in different dosages. We develop a new technique -- treatment variant aggregation (TVA) -- to select a policy from a large factorial design. TVA pools together policy variants that are not meaningfully different and prunes those deemed ineffective. This allows us to restrict attention to aggregated policy variants, consistently estimate their effects on the outcome, and estimate the best policy effect adjusting for the winner's curse. We apply TVA to a large randomized controlled trial that tests interventions to stimulate demand for immunization in Haryana, India. The policies under consideration include reminders, incentives, and local ambassadors for community mobilization. Cross-randomizing these interventions, with different dosages or types of each intervention, yields 75 combinations. The policy with the largest impact (which combines incentives, ambassadors who are information hubs, and reminders) increases the number of immunizations by 44% relative to the status quo. The most cost-effective policy (information hubs, ambassadors, and SMS reminders but no incentives) increases the number of immunizations per dollar by 9.1% relative to status quo.


",https://arxiv.org/abs/2104.09645v2,https://doi.org/10.3386/w28726,,39,7/23/2024,Econometrica,Abhijit Banerjee; Arun Chandrasekhar; Suresh Dalpath; Esther Duflo; John Floretta; Matthew Jackson; Harini Kannan; Francine Loza; Anirudh Sankar; Anna Schrimpf; Maheshwor Shrestha,8/10/2024,false,false,https://doi.org/10.21428/d28e8e57.86db8633
"Social Safety Nets, Women’s Economic
Achievements and Agency","Amber Peterman,Jingying Wang,Kevin Kamto Sonke,Janina Steinert","Peterman et al., ","Abstract:There are increasing calls for social safety nets (SSNs) to be designed andimplemented to promote women’s economic inclusion and agency, contributing to closinggender disparities globally.We investigate the extent to which SSNsachieve these goalsthrougha systematic review and meta-analysis.Oursample includes1,307effect sizes representing218,828women across45low-and middle-income countries. We show significant pooledeffectsacrossall outcomes (hedges’ g = 0.107,p<0.001),driven byincreasesineconomicachievements (productive work, savings, assets and expenditures)andagency (voice, autonomyand decision-making).Effects are robust for asset transfers, unconditional cash transfers,socialcare services,andpublic workprograms. Impacts for conditional cash and in-kind transfers aresmaller in magnitude and for the latter,insignificant. We conclude that SSNscaneconomicallyand socially empowerwomen,yet evidence gaps remain",https://www.dropbox.com/scl/fo/aqogqaeo4cchhyqlh1840/AJIvGRT6Gc_3t1dq42KtJN0?rlkey=kg5ps35hk57rfznzt4w7gs41b&st=phfzaxcu&dl=0,,,,,WP,,9/19/2025,false,false,
Stagnation and Scientific Incentives,"Jay Bhattacharya,Mikko Packalen","Bhattacharya and Packalen, 2024","New ideas no longer fuel economic growth the way they once did. A popular explanation for stagnation is that good ideas are harder to find, rendering slowdown inevitable. We present a simple model of the lifecycle of scientific ideas that points to changes in scientist incentives as the cause of scientific stagnation. Over the last five decades, citations have become the dominant way to evaluate scientific contributions and scientists. This emphasis on citations in the measurement of scientific productivity shifted scientist rewards and behavior on the margin toward incremental science and away from exploratory projects that are more likely to fail, but which are the fuel for future breakthroughs. As attention given to new ideas decreased, science stagnated. We also explore ways to broaden how scientific productivity is measured and rewarded, involving both academic search engines such as Google Scholar measuring which contributions explore newer ideas and university administrators and funding agencies utilizing these new metrics in research evaluation. We demonstrate empirically that measures of novelty are correlated with but distinct from measures of scientific impact, which suggests that if also novelty metrics were utilized in scientist evaluation, scientists might pursue more innovative, riskier, projects.",https://www.nber.org/system/files/working_papers/w26752/w26752.pdf,10.3386/w26752,,34,3/29/2024,WP,Jay Bhattacharya; Mikko Packalen,4/16/2025,false,false,https://doi.org/10.21428/d28e8e57.36ba6211
Technical Report: The Value of Existential Risk Mitigation,Arvo Muñoz Morán,"Muñoz Morán, 2023","This report investigates the value of existential risk mitigation by extending the model developed by Ord, Thorstad and Adamczewski. The work here uses more realistic assumptions, like sophisticated risk structures, variable persistence and new cases of value growth. By enriching the base model, we are able to perform sensitivity analyses and can better evaluate when existential risk mitigation should, in expectation, be a global priority",https://rethinkpriorities.org/wp-content/uploads/2023/10/WIT-CURVE-5.pdf,,,,,WP,,,false,false,
The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,Stijn Bruers,"Bruers, 2023","A survey in Belgium with hypothetical scenarios concerning willingness to pay to avoid the experiences of farm animals is used to estimate the animal welfare costs of meat production. Most participants indicate that farm animals have lives not worth living. The median estimate of the animal welfare cost of chicken meat is 10 euro/kg, whereas its mean estimate is several orders of magnitude higher. The animal welfare costs of meat are likely much larger than the consumer utility of meat consumption, the consumer willingness to pay for higher animal welfare meat and the climate/environmental costs of meat. A demand shift from beef to chicken meat due to misaligned consumer concerns for animal welfare or a carbon tax on meat, could possibly increase animal welfare costs and decrease the non-anthropocentric social welfare function. Consumers could prioritize lowering chicken meat consumption and governments could implement a flat tax on meat.",https://lirias.kuleuven.be/3946788?limo=0,doi.org/10.1080/21606544.2022.2138980,,3,7/27/2023,Journal of Environmental Economics and Policy,Stijn Bruers,2/4/2025,false,false,https://doi.org/10.21428/d28e8e57.2fff95a6
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,"Suresh Naidu,Yaw Nyarko,Shing-Yi Wang","Naidu et al., 2023","We estimate the individual returns to temporary migration programs using a randomized experiment with several thousand job seekers in India applying to guest worker jobs in the United Arab Emirates (UAE). Working with construction companies and the UAE Ministry of Labor, we randomized job offers to potential migrant workers at recruitment sites. We measured effects on labor market outcomes, well-being, social relationships, and work satisfaction, as well as on labor intermediation costs, assets and debt. We find that workers who received the randomized offer experienced 30% higher earnings, and those who take up the offer to migrate to the UAE doubled their compensation. However, they also paid substantial upfront costs to labor intermediaries, financed by additional debt, that reduced take-home pay by about 10%. Migrants also reported a significant fall in subjective well-being, driven by increases in physical pain, effort, and heat. There were no significant effects on loneliness or other dimensions of well-being. Our finding of negative effects on well-being is consistent with the large share of workers offered jobs who did not migrate to the UAE. Extrapolating using a linear marginal treatment effects framework to workers who decline the UAE job offer, we find large and positive pecuniary returns to migration, even including intermediary fees, but even larger non-pecuniary costs.",https://www.nber.org/papers/w31354,doi.org/10.3386/w31354,UAE MOHRE; UPenn IREF; NYU Abu Dhabi Division of Social Science; NYUAD Research Institute via Columbia REALM.,3,7/18/2023,WP,Suresh Naidu; Yaw Nyarko; Shing-Yi Wang,5/15/2024,false,false,
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,"Johannes Haushofer,Robert Mudida,Jeremy P. Shapiro","Haushofer et al., 2021","We study the economic and psychological effects of a USD 1076 PPP unconditional cash transfer, a five-week psychotherapy program, and the combination of both interventions among 5,756 individuals in rural Kenya. One year after the interventions, cash transfer recipients had higher consumption, asset holdings, and revenue, as well as higher levels of psychological well-being than control households. In contrast, the psychotherapy program had no measurable effects on either psychological or economic outcomes, both for individuals with poor mental health at baseline and others. The effects of the combined treatment are similar to those of the cash transfer alone.


",https://www.nber.org/papers/w28106,doi.org/10.3386/w28106,,29,4/16/2021,WP,Johannes Haushofer; Robert Mudida; Jeremy Shapiro,4/17/2023,false,false,https://doi.org/10.21428/d28e8e57.ff4daa51
The Effect of Public Science on Corporate R&D,"Ashish Arora,Sharon Belenzon,Larisa C. Cioaca,Lia Sheer,Hansen Zhang","Arora et al., 2023","We study the relationships between corporate R&D and three components of public science: knowledge, human capital, and invention. We identify the relationships through firm-specific exposure to changes in federal agency R\&D budgets that are driven by the political composition of congressional appropriations subcommittees. Our results indicate that R&D by established firms, which account for more than three-quarters of business R&D, is affected by scientific knowledge produced by universities only when the latter is embodied in inventions or PhD scientists. Human capital trained by universities fosters innovation in firms. However, inventions from universities and public research institutes substitute for corporate inventions and reduce the demand for internal research by corporations, perhaps reflecting downstream competition from startups that commercialize university inventions. Moreover, abstract knowledge advances per se elicit little or no response. Our findings question the belief that public science represents a non-rival public good that feeds into corporate R&D through knowledge spillovers.


",https://www.nber.org/papers/w31899,doig.org/10.3386/w31899,,11,12/26/2023,WP,Ashish Arora; Sharon Belenzon; Larisa Cioaca; Lia Sheer; Hansen Zhang,6/19/2025,false,false,https://doi.org/10.21428/d28e8e57.50ee8ef7
The Environmental Effects of Economic Production: Evidence from Ecological Observations,"Yuanning Liang,Ivan Rudik,Eric Zou","Liang et al., 2025","The environmental impacts of economic production extend beyond those directly affecting humans. This paper provides new evidence on the link between production and ecosystem decline using a novel dataset that compiles longitudinal ecological sampling information at tens of thousands of locations across the United States between 1960 and 2015. Local shocks in economic production, such as those driven by national military buildups, led to a significant reduction in species abundance, diversity, and stability, with one-third of the observed effects explained by the causal impact of air pollution. Government environmental regulations significantly mitigated production externalities.


",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4614212,doi.org/10.3386/w29357,,1,7/30/2025,WP,Yuanning Liang; Ivan Rudik; Eric Zou,7/17/2023,false,true,https://doi.org/10.21428/d28e8e57.97377fc8
The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,"Anicet Fangwa,Caroline Flammer,Marieke Huysentruyt,Bertrand Quelin","Fangwa et al., 2024","Substantial funding is provided to the healthcare systems of low-income countries. However, an important challenge is to ensure that this funding be used efficiently. This challenge is complicated by the fact that a large share of healthcare services in low-income countries is provided by nonprofit health centers that often lack i) effective governance structures and ii) organizational knowhow and adequate training. In this paper, we argue that the bundling of performance-based incentives with auditing and feedback (A&F) is a potential way to overcome these obstacles. First, the combination of feedback and performance-based incentives—that is, feedback joint with incentives to act on this feedback and achieve specific health outcomes—helps address the knowledge gap that may otherwise undermine performance-based incentives. Second, coupling feedback with auditing helps ensure that the information underlying the feedback is reliable—a prerequisite for effective feedback. To examine the effectiveness of this bundle, we use data from a randomized governance program conducted in the Democratic Republic of Congo. Within the program, a set of health centers were randomly assigned to a “governance treatment” that consisted of performance-based incentives combined with A&F, while others were not. Consistent with our prediction, we find that the governance treatment led to i) higher operating efficiency and ii) improvements in health outcomes. Furthermore, we find that funding is not a substitute for the governance treatment—health centers that only receive funding increase their scale, but do not show improvements in operating efficiency nor health outcomes.",https://www.nber.org/system/files/working_papers/w30391/w30391.pdf,https://doi.org/10.1287/mnsc.2023.4846,French National Research Agency (ANR) “Investissements d’Avenir” (LabEx Ecodec),3,5/13/2024,Management Science,Anicet A. Fangwa; Caroline Flammer; Marieke Huysentruyt; Bertrand V. Quélin,5/29/2023,false,true,https://doi.org/10.21428/d28e8e57.4c60aac3
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","Bhargav Bhat,Jonathan de Quidt,Johannes Haushofer,Vikram Patel,Gautam Rao, Frank Schilbach,Pierre-Luc Vautrey","Bhat et al., 2022","We revisit two clinical trials that randomized depressed adults in India (n=775) to a brief course of psychotherapy or a control condition. Four to five years later, the treatment group was 11 percentage points less likely to be depressed than the control group. The more effective intervention averted 9 months of depression on average over five years and cost only $66 per recipient. Therapy had broader impacts beyond mental health, contributing to a more robust self-image in three ways. First, it reduced participants’ likelihood of seeing themselves as a failure. Second, it reduced overoptimistic belief updating in response to feedback about performance on a novel work task, leading to reduced overconfidence. Third, it increased self-assessed levels of patience and altruism. We find no significant effects on employment or consumption, possibly because of other constraints on employment in the largely female study sample",https://jondequidt.com/pdfs/psychotherapy-depression.pdf,https://doi.org/10.3386/w30011,,21,6/7/2022,WP,Bhargav Bhat; Jonathan de Quidt; Johannes Haushofer; Vikram Patel; Gautam Rao; Frank Schilbach; Pierre-Luc Vautrey,6/10/2024,false,false,
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ","Adrien Bilal,Diego R. Känzig","Bilal and Känzig, 2025","This paper estimates that the macroeconomic damages from climate change are an order of magnitude larger than previously thought. Exploiting natural global temperature variability, we find that 1°C warming reduces world GDP by over 20% in the long run. Global temperature correlates strongly with extreme climatic events, unlike country-level temperature used in previous work, explaining our larger estimate. We use this evidence to estimate damage functions in a neoclassical growth model. Business-as-usual warming implies a present welfare loss of more than 30%, and a Social Cost of Carbon in excess of $1,500 per ton. These impacts suggest that unilateral decarbonization policy is cost-effective for large countries such as the United States",https://dkaenzig.github.io/diegokaenzig.com/Papers/bk_micc.pdf,doi.org/ 10.3386/w32450,Chae Family Economics Research Fund,41,10/5/2025,WP,Adrien Bilal; Diego Känzig,1/10/2025,false,true,https://doi.org/10.21428/d28e8e57.df86328a
The Returns to Science In the Presence of Technological Risks,Matt Clancy,"Clancy, 2024","Executive Summary This report has two goals: 1. Estimate the social impact of spending on science 2. Determine the conditions under which accelerating scienti?c progress raises or lowers social welfare In estimating the social impact of spending on science, I incorporate the long-run impact of science on per capita income and health, and integrate it into a utility framework inspired by Open Philanthropy’s work in this area. I then compare the bene?ts of the average dollar of science today to the social impact of simply giving a dollar to an individual earning $50,000 per year. I argue the social returns to science are substantially higher than this alternative use, with my preferred model ?nding the social ROI of science is roughly 70x the social ROI of my benchmark. Most of the report, however, concerns the second question: is faster science desirable? The core dilemma is that we have good reason to think science will soon enable a wider range of state and non-state actors to genetically engineer new viruses, leading to more frequent and deadly pandemic events. The report develops a quantitative economic model that lets us compare historical bene?ts of science to forecasts of these costs. A variety of forecasts about the potential harms from advanced biotechnology suggest the crux of the issue revolves around civilization-ending catastrophes. Forecasts of other kinds of problems arising from advanced biotechnology are too small to outweigh the historic bene?ts of science. For example, if the expected increase in annual mortality due to new scienti?c perils is less than roughly 0.15% per year (and there is no risk of civilization-ending catastrophes from science), then in this report’s model, the bene?ts of science will outweigh the costs. I argue the best available forecasts of this parameter, from a large number of superforecasters and domain experts in dialogue with each other during the recent existential risk persuasion tournament, are substantially smaller than these break-even levels. I show this result is robust to various assumptions about the future course of population growth and the health e?ects of science, the timing of the new scienti?c dangers, and the potential for better science to reduce risks (despite accelerating them). On the other hand, once we consider the more remote but much more serious possibility that faster science could derail advanced civilization, the case for science becomes considerably murkier. In this case, the desirability of accelerating science likely depends on the expected value of the long-run future, 2  as well as whether we think the forecasts of superforecasters or domain experts in the existential risk persuasion tournament are preferred. These forecasts di?er substantially: I estimate domain expert forecasts for annual mortality risk are 20x superforecaster estimates, and domain expert forecasts for annual extinction risk are 140x superforecaster estimates. The domain expert forecasts are high enough, for example, that if we think the future is “worth” more than 100 years of current social welfare, in one version of my model we would not want to accelerate science, because the health and income bene?ts would be outweighed by the increases in the remote but extremely bad possibility that new technology leads to the end of human civilization. However, if we accept the much lower forecasts of extinction risks from the superforecasters, then we would need to put very very high values on the long-run future of humanity to be averse to risking it. When possible, in this report I present what I think is the most compelling evidence for di?erent sets of assumptions. For many important questions though, there is a dearth of relevant evidence. What is the long-run future worth? How bad will technologies that have not yet been invented be? On these issues, I hope a contribution of the report is to help sort through the quantitative consequences of di?erent starting assumptions. For most of the report, on questions for which data is lacking, I aim to adopt a neutral stance on which assumptions are to be preferred. In the ?nal section of the report though, I give my personal assumptions, as well as my interpretation of what we should do in response to the ?ndings in this report.",https://www.alphaxiv.org/pdf/2312.14289v2?abs=true&ref=99cf34,https://doi.org/10.48550/arXiv.2312.14289,,,,WP,,1/20/2025,false,false,https://doi.org/10.21428/d28e8e57.dfe6c370
The wellbeing cost-effectiveness of StrongMinds and Friendship Bench: Combining a systematic review and meta-analysis with charity-related data,"Joel McGuire,Samuel Dupret,Ryan Dwyer,Michael Plant,Ben Stewart,James Goddard,Maxwell Klapow,Deanna Giraldi,Benjamin Olshin, Juliette Michelet,Thomas Beuchot","McGuire et al., 2024","Mental health disorders like depression and anxiety are common and severely impact subjective
wellbeing. Mental healthcare is poorly funded in low income countries, making it a largely
neglected problem. Fortunately, a low cost solution exists. Psychotherapy effectively treats
depression and anxiety, and it can be delivered relatively cheaply by lay (i.e., non-specialist)
counsellors.
This report presents an in-depth cost-effectiveness evaluation of two charities delivering such
lay-delivered talk psychotherapy in Africa: Friendship Bench and StrongMinds. This forms part
of our broader work to assess the cost-effectiveness of interventions and charities based on their
impact on subjective wellbeing, measured in terms of wellbeing-adjusted life years (WELLBYs).
One WELLBY is equivalent to a 1-point increase on a 0-10 wellbeing scale for one person over
one year.
We focus on subjective wellbeing because it is what ultimately matters in determining if
someone’s life is going well. By using wellbeing as a common outcome, it allows to make
apples-to-apples comparisons between very different interventions.
We report the cost-effectiveness of these interventions in terms of WELLBYs per $1,000
donated to the organisation (‘WBp1k’), and, conversely, the cost for each organisation to
produce one WELLBY. We estimate that:
● Friendship Bench has a cost-effectiveness of 49 WBp1k, or $21 per WELLBY.
● StrongMinds has a cost-effectiveness of 40 WBp1k, or $25 per WELLBY.
We have estimated the cost-effectiveness of GiveDirectly to be only 7.55 WBp1k (i.e., $132 per
WELLBY) using a meta-analysis (McGuire et al., 2022a). GiveDirectly is an NGO which
provides cash transfers to very poor households. We take cash transfers as a useful benchmark
because they are a straightforward, plausibly cost-effective intervention with a solid evidence base.
Our results show that both psychotherapy interventions are roughly 5-6x more cost-effective
than cash transfers at improving people’s subjective wellbeing. (For more detailed and updated
charity comparisons, see our charity evaluations page.)
This is the fourth iteration of our analysis, reflecting several years of research and refinement to
ensure rigorous and reliable evaluations. These updates are not routine, but driven by new data
and methodological improvements that strengthen our confidence in the findings, ensuring that
donors and decision-makers receive the most accurate, actionable insights available. We explain
how this version builds on the previous ones at the end of the summary.
Our conclusion that these two organisations are the most cost-effective and well-evidenced
charities we have evaluated to date has not changed since the last version.
In the rest of this summary, we briefly present our methodology, detailed results for the charities,
and a history of the different versions of this analysis. For those interested in diving deeper into
the technical rigour behind our conclusion, the rest of the report offers comprehensiveexplanations of the methods and findings. For methodologically-minded readers, we also include
an extensive 165 page appendix to give the fine details of our analysis. We encourage readers
whose questions are not addressed in the summary to consult the full report and/or appendix, as
we have likely addressed similar concerns there

",https://www.happierlivesinstitute.org/wp-content/uploads/2025/06/The-wellbeing-cost-effectiveness-of-StrongMinds-and-Friendship-Bench-Combining-a-systematic-review-and-meta-analysis-with-charity-related-data-Nov-2024-Update.pdf,,,,,WP,,6/20/2025,false,false,
Towards best practices in AGI safety and governance,"Jonas Schuett,Noemi Dreksler,Markus Anderljung,David McCaffary,Lennart Heim,Emma Bluemke,Ben Garfinkel","Schuett et al., 2023","A number of leading AI companies, including OpenAI, Google DeepMind, and Anthropic, have the stated goal of building artificial general intelligence (AGI) - AI systems that achieve or exceed human performance across a wide range of cognitive tasks. In pursuing this goal, they may develop and deploy AI systems that pose particularly significant risks. While they have already taken some measures to mitigate these risks, best practices have not yet emerged. To support the identification of best practices, we sent a survey to 92 leading experts from AGI labs, academia, and civil society and received 51 responses. Participants were asked how much they agreed with 50 statements about what AGI labs should do. Our main finding is that participants, on average, agreed with all of them. Many statements received extremely high levels of agreement. For example, 98% of respondents somewhat or strongly agreed that AGI labs should conduct pre-deployment risk assessments, dangerous capabilities evaluations, third-party model audits, safety restrictions on model usage, and red teaming. Ultimately, our list of statements may serve as a helpful foundation for efforts to develop best practices, standards, and regulations for AGI labs.


",https://arxiv.org/abs/2305.07153,https://doi.org/10.48550/arXiv.2305.07153,,,,WP,,6/3/2025,false,false,https://doi.org/10.21428/d28e8e57.ef6f66cd
Uncertainty and Individual Discretion in Allocating Research Funds,Michael Kearney,"Kearney, 2024","There is a long-standing tradition in public research funding agencies of distributing funds via peer review, which aggregates evaluations of proposed research ideas from a group of external experts. Despite complaints that this process is biased against novel ideas, there is poor understanding of an alternative system that may overcome this bias: the use of individual discretion. Here, we conduct the first quantitative study of how individual discretion affects a research funding portfolio. Using internal project selection data from the Advanced Research Projects Agency-Energy (ARPA-E), we describe how a portfolio of projects selected by individual discretion differs from a portfolio of projects selected by traditional peer review. We show that ARPA-E program directors tend to fund proposals with greater disagreement among experts, and they also appear to prefer proposals described in reviewer comments as “creative.” These choices do not result in a significant tradeoff with short-term project performance, and they enable ARPA-E to fund more uncertain and creative research ideas, which supports the agency’s mission of pursuing novel ideas for transformational energy technology.


",https://www.nber.org/papers/w32033,doi.org/10.3386/w32033,,0,11/29/2024,WP,Anna Goldstein; Michael Kearney,,false,false,
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,"Abhijit Banerjee,Michael Faye,Alan Krueger,Paul Niehaus,Tavneet Suri","Banerjee et al., 2023","What would be the consequences of a long-term commitment to provide everyone enough money to meet their basic needs? We examine this hotly debated issue in the context of a unique field experiment in rural Kenya. Communities receiving UBI experienced substantial economic expansion—more enterprises, higher revenues, costs, and net revenues—and structural shifts, with the expansion concentrated in the non-agricultural sector. Labor supply did not change overall, but shifted out of wage employment and towards self-employment. We also compare the effects to those of shorter-term transfers delivered either as a stream of small payments or a large lump sum. The lump sums had similar, if not larger, economic impacts, while the short-term transfers had noticeably smaller effects, despite having delivered the same amount of capital to date. These results are consistent with a simple model of forward-looking lumpy investment, and more generally with a role for savings constraints, credit constraints, and some degree of (locally) increasing returns, among other factors.",https://conference.nber.org/conf_papers/f192616.pdf,,"GiveDirectly (at least organized with their support) ",,,WP,,6/10/2024,false,false,https://doi.org/10.21428/d28e8e57.b29641d0
Urban Forests: Environmental Health Values and Risks,"Jianwei Xing,Zhiren Hu,Fan Xia,Jintao Xu,Eric Zou","Xing et al., 2025","Forests accompany the cities we build. There are an estimated 5.5 billion urban trees in the United States. Globally, about 25 percent of urban land is covered by tree canopy. This study examines urban forests as a policy tool for air pollution mitigation. We study an afforestation program in the city of Beijing, which planted a total of 2 million mu of greenery – roughly the size of Los Angeles – across the city over a decade. We conduct a remote-sensing audit of the program, finding that it contributes to a substantial greening up of the city. This causes significant downwind air quality improvement, reducing average PM2.5 concentration at city population hubs by 4.2 percent. Rapid vegetation growth, however, led to a 7.4 percent increase in pollen exposure. Analysis of medical claims data shows aeroallergens triggered emergency room visits, mirroring well-documented industrial pollution effects though less severe. We offer insight on managing urban forests’ health risks, identifying harmful pollen species and susceptible population subgroups.",https://static1.squarespace.com/static/56034c20e4b047f1e0c1bfca/t/64cc6e2433011927e704dd75/1691119145031/XHXXZ_urbanforest_2023-8-3.pdf,doi.org/10.3386/w31554,,5,10/1/2025,Review of Economics and Statistics,Jianwei Xing; Zhiren Hu; Fan Xia; Jintao Xu; Eric Zou,4/8/2025,false,true,https://doi.org/10.21428/d28e8e57.072621d7
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,"Michael Kremer,Stephen P. Luby,Ricardo Maertens,Brandon Tan,Witold Więcek","Kremer et al., 2023","Randomized controlled trials (RCTs) of water treatment are typically powered to detect effects
on caregiver-reported diarrhea but not child mortality, as detecting mortality effects requires
prohibitively large sample sizes.
To increase statistical power, we conducted a systematic review and meta-analysis. We
replicated search and selection criteria from previous meta-analyses of RCTs aimed at improving
water quality to prevent diarrhea in low- or middle-income countries which included children
under 5 years old. We identified 52 RCTs and then obtained child mortality data from each study
for which these data were collected and available, contacting authors of the study where
necessary; this resulted in 18 studies. Frequentist and Bayesian methods were used to estimate the effect of water treatment on child
mortality among included studies. We estimated a mean cross-study reduction in the odds of allcause under-5 mortality of 25-28% (frequentist odds ratio, OR, 0.75; 95% CI 0.60 to 0.93; Bayes
OR 0.72; 95% CrI 0.51 to 0.94). The results were qualitatively similar under alternative
modeling and data inclusion choices. Taking into account heterogeneity across studies, the
expected reduction in a new study is 24%.
We used the results to examine the cost-effectiveness of three water treatment approaches, pointof-collection chlorine dispensers, inline chlorination, and a program providing free chlorine
solution through maternal and child health (MCH) services. After accounting for delivery costs,
we estimate a cost per expected DALY averted due to water treatment between USD 27 and
USD 66, depending on approach. This suggests that water treatment is one of the most costeffective health programs available.",https://bfi.uchicago.edu/wp-content/uploads/2023/01/BFI_WP_2022-26-2.pdf,doi.org/10.3386/w30835,"This research is supported by Dioraphte, Sint Antonius Stichting Foundation (Project Number 1808), and GiveWell.",4,2/7/2023,WP,Michael Kremer; Stephen Luby; Ricardo Maertens; Brandon Tan; Witold Więcek,9/9/2024,false,false,https://doi.org/10.21428/d28e8e57.c4f3e6dd
